"","grp","chng_type","Source","Zone","SubzoneGroup","Subzone","BGC","BGCName","ZoneName","SubzoneName","VariantName","General.Location","OldSubzoneLabel","DataSet","State","Notes","colour"
"143",72,"+","USA_2023","CWH","CWH_dry/continental","CWHdm","CWHdm_WC","Dry Maritime Washington Coast CWH","Coastal Western Hemlock","Dry Maritime","Washington Coast","Coastal Washington","","USA","WA","","#BECF50FF"
"144",72,"-","USA_2023","CWH","CWH_dry/continental","CWHdm","CWHdm_WC","Dry Maritime Washington Coast CWH","Coastal Western Hemlock","Dry Maritime","Washington Coast","Coastal Washington","","USA","WA","",""
"145",73,"+","BGCv13","CWH","CWH_dry/continental","CWHds","CWHds1","Southern Dry Submaritime CWH","Coastal Western Hemlock","Dry Submaritime","Southern","","","BC","BC","","#36D01BFF"
"146",73,"-","BGCv13","CWH","CWH_dry/continental","CWHds","CWHds1","Southern Dry Submaritime CWH","Coastal Western Hemlock","Dry Submaritime","Southern","","","BC","BC","",""
"147",74,"+","BGCv13","CWH","CWH_dry/continental","CWHds","CWHds2","Central Dry Submaritime CWH","Coastal Western Hemlock","Dry Submaritime","Central","","","BC","BC","","#2DD42AFF"
"148",74,"-","BGCv13","CWH","CWH_dry/continental","CWHds","CWHds2","Central Dry Submaritime CWH","Coastal Western Hemlock","Dry Submaritime","Central","","","BC","BC","",""
"149",75,"+","USA_2019","CWH","CWH_dry/continental","CWHds","CWHds_WA","Dry Submaritime Washington CWH","Coastal Western Hemlock","Dry Submaritime","Washington","NW Washington","CWH dsz","USA","WA","","#8DEF37FF"
"150",75,"-","USA_2019","CWH","CWH_dry/continental","CWHds","CWHds_WA","Dry Submaritime Washington CWH","Coastal Western Hemlock","Dry Submaritime","Washington","NW Washington","CWH dsz","USA","WA","",""
"151",76,"+","USA_2019","CWH","CWH_hypermaritime","CWHmh","CWHmh_OR","Moist Hypermaritime Oregon CWH","Coastal Western Hemlock","Moist Hypermaritime","Oregon","SW Coastal Oregon & N Coastal California","CWH mhz","USA","OR","","#1DEC32FF"
"152",76,"-","USA_2019","CWH","CWH_hypermaritime","CWHmh","CWHmh_OR","Moist Hypermaritime Oregon CWH","Coastal Western Hemlock","Moist Hypermaritime","Oregon","SW Coastal Oregon & N Coastal California","CWH mhz","USA","OR","",""
"153",77,"+","BGCv13","CWH","CWH_meso","CWHmm","CWHmm1","Submontane Moist Maritime CWH","Coastal Western Hemlock","Moist Maritime","Submontane","","","BC","BC","","#76E7B0FF"
"154",77,"-","BGCv13","CWH","CWH_meso","CWHmm","CWHmm1","Submontane Moist Maritime CWH","Coastal Western Hemlock","Moist Maritime","Submontane","","","BC","BC","",""
"155",78,"+","BGCv13","CWH","CWH_meso","CWHmm","CWHmm2","Montane Moist Maritime CWH","Coastal Western Hemlock","Moist Maritime","Montane","","","BC","BC","","#7EDD69FF"
"156",78,"-","BGCv13","CWH","CWH_meso","CWHmm","CWHmm2","Montane Moist Maritime CWH","Coastal Western Hemlock","Moist Maritime","Montane","","","BC","BC","",""
"157",79,"+","BGCv13","CWH","CWH_meso","CWHms","CWHms3","Submontane Moist Submaritime CWH","Coastal Western Hemlock","Moist Submaritime","Submontane","","","BC","BC","","#60FF17FF"
"158",79,"-","BGCv13","CWH","CWH_meso","CWHms","CWHms3","Submontane Moist Submaritime CWH","Coastal Western Hemlock","Moist Submaritime","Submontane","","","BC","BC","",""
"159",80,"+","BGCv13","CWH","CWH_meso","CWHms","CWHms4","Montane Moist Submaritime CWH","Coastal Western Hemlock","Moist Submaritime","Montane","","","BC","BC","","#87CB78FF"
"160",80,"-","BGCv13","CWH","CWH_meso","CWHms","CWHms4","Montane Moist Submaritime CWH","Coastal Western Hemlock","Moist Submaritime","Montane","","","BC","BC","",""
"161",81,"+","BGCv13","CWH","CWH_meso","CWHms","CWHms5","Subcontinental Moist Submaritime CWH","Coastal Western Hemlock","Moist Submaritime","Subcontinental","","","BC","BC","","#24DA27FF"
"162",81,"-","BGCv13","CWH","CWH_meso","CWHms","CWHms5","Subcontinental Moist Submaritime CWH","Coastal Western Hemlock","Moist Submaritime","Subcontinental","","","BC","BC","",""
"163",82,"+","USA_2019","CWH","CWH_dry/continental","CWHms","CWHms_OR","Moist Submaritime Oregon CWH","Coastal Western Hemlock","Moist Submaritime","Oregon","W Oregon","CWH msy","USA","OR","","#53E33CFF"
"164",82,"-","USA_2019","CWH","CWH_dry/continental","CWHms","CWHms_OR","Moist Submaritime Oregon CWH","Coastal Western Hemlock","Moist Submaritime","Oregon","W Oregon","CWH msy","USA","OR","",""
"165",83,"+","USA_2019","CWH","CWH_dry/continental","CWHms","CWHms_WA","Moist Submaritime Washington CWH","Coastal Western Hemlock","Moist Submaritime","Washington","W Washington","CWH msz","USA","WA","","#33E15FFF"
"166",83,"-","USA_2019","CWH","CWH_dry/continental","CWHms","CWHms_WA","Moist Submaritime Washington CWH","Coastal Western Hemlock","Moist Submaritime","Washington","W Washington","CWH msz","USA","WA","",""
"167",84,"+","BGCv13","CWH","CWH_hypermaritime","CWHvh","CWHvh1","Southern Very Wet Hypermaritime CWH","Coastal Western Hemlock","Very Wet Hypermaritime","Southern","","","BC","BC","","#22E514FF"
"168",84,"-","BGCv13","CWH","CWH_hypermaritime","CWHvh","CWHvh1","Southern Very Wet Hypermaritime CWH","Coastal Western Hemlock","Very Wet Hypermaritime","Southern","","","BC","BC","",""
"169",85,"+","BGCv13","CWH","CWH_hypermaritime","CWHvh","CWHvh2","Central Very Wet Hypermaritime CWH","Coastal Western Hemlock","Very Wet Hypermaritime","Central","","","BC","BC","","#48EB4DFF"
"170",85,"-","BGCv13","CWH","CWH_hypermaritime","CWHvh","CWHvh2","Central Very Wet Hypermaritime CWH","Coastal Western Hemlock","Very Wet Hypermaritime","Central","","","BC","BC","",""
"171",86,"+","BGCv11","CWH","CWH_hypermaritime","CWHvh","CWHvh3","Haida Gwaii Very Wet Hypermaritime CWH","Coastal Western Hemlock","Very Wet Hypermaritime","Haida Gwaii","","","BC","BC","","#4DE15AFF"
"172",86,"-","BGCv11","CWH","CWH_hypermaritime","CWHvh","CWHvh3","Haida Gwaii Very Wet Hypermaritime CWH","Coastal Western Hemlock","Very Wet Hypermaritime","Haida Gwaii","","","BC","BC","",""
"173",87,"+","USA_2019","CWH","CWH_hypermaritime","CWHvh","CWHvh_WA","Very Wet Hypermaritime Washington CWH","Coastal Western Hemlock","Very Wet Hypermaritime","Washington","W Coastal Washington","CWH vhz","USA","WA","","#3BD04FFF"
"174",87,"-","USA_2019","CWH","CWH_hypermaritime","CWHvh","CWHvh_WA","Very Wet Hypermaritime Washington CWH","Coastal Western Hemlock","Very Wet Hypermaritime","Washington","W Coastal Washington","CWH vhz","USA","WA","",""
"175",88,"+","BGCv13","CWH","CWH_meso","CWHvm","CWHvm1","Southern Submontane Very Wet Maritime CWH","Coastal Western Hemlock","Very Wet Maritime","Southern Submontane","","","BC","BC","","#24AC12FF"
"176",88,"-","BGCv13","CWH","CWH_meso","CWHvm","CWHvm1","Southern Submontane Very Wet Maritime CWH","Coastal Western Hemlock","Very Wet Maritime","Southern Submontane","","","BC","BC","",""
"177",89,"+","BGCv13","CWH","CWH_meso","CWHvm","CWHvm2","Southern Montane Very Wet Maritime CWH","Coastal Western Hemlock","Very Wet Maritime","Southern Montane","","","BC","BC","","#258D0EFF"
"178",89,"-","BGCv13","CWH","CWH_meso","CWHvm","CWHvm2","Southern Montane Very Wet Maritime CWH","Coastal Western Hemlock","Very Wet Maritime","Southern Montane","","","BC","BC","",""
"179",90,"+","BGCv13","CWH","CWH_meso","CWHvm","CWHvm3","Northern Submontane Very Wet Maritime CWH","Coastal Western Hemlock","Very Wet Maritime","Northern Submontane","","","BC","BC","","#1EA444FF"
"180",90,"-","BGCv13","CWH","CWH_meso","CWHvm","CWHvm3","Northern Submontane Very Wet Maritime CWH","Coastal Western Hemlock","Very Wet Maritime","Northern Submontane","","","BC","BC","",""
"181",91,"+","BGCv13","CWH","CWH_meso","CWHvm","CWHvm4","Northern Montane Very Wet Maritime CWH","Coastal Western Hemlock","Very Wet Maritime","Northern Montane","","","BC","BC","","#20823DFF"
"182",91,"-","BGCv13","CWH","CWH_meso","CWHvm","CWHvm4","Northern Montane Very Wet Maritime CWH","Coastal Western Hemlock","Very Wet Maritime","Northern Montane","","","BC","BC","",""
"183",92,"+","USA_2019","CWH","CWH_meso","CWHvm","CWHvm_OR","Very Wet Maritime Oregon CWH","Coastal Western Hemlock","Very Wet Maritime","Oregon","SW Washington & W Oregon","CWH vmy","USA","OR","","#066D06FF"
"184",92,"-","USA_2019","CWH","CWH_meso","CWHvm","CWHvm_OR","Very Wet Maritime Oregon CWH","Coastal Western Hemlock","Very Wet Maritime","Oregon","SW Washington & W Oregon","CWH vmy","USA","OR","",""
"185",93,"+","USA_2019","CWH","CWH_meso","CWHvm","CWHvm_WA","Very Wet Maritime Washington CWH","Coastal Western Hemlock","Very Wet Maritime","Washington","W Washington","CWH vmz","USA","WA","","#289838FF"
"186",93,"-","USA_2019","CWH","CWH_meso","CWHvm","CWHvm_WA","Very Wet Maritime Washington CWH","Coastal Western Hemlock","Very Wet Maritime","Washington","W Washington","CWH vmz","USA","WA","",""
"187",94,"+","BGCv11","CWH","CWH_meso","CWHwh","CWHwh1","Submontane Wet Hypermaritime CWH","Coastal Western Hemlock","Wet Hypermaritime","Submontane","","","BC","BC","","#13D219FF"
"188",94,"-","BGCv11","CWH","CWH_meso","CWHwh","CWHwh1","Submontane Wet Hypermaritime CWH","Coastal Western Hemlock","Wet Hypermaritime","Submontane","","","BC","BC","",""
"189",95,"+","BGCv11","CWH","CWH_hypermaritime","CWHwh","CWHwh2","Montane Wet Hypermaritime CWH","Coastal Western Hemlock","Wet Hypermaritime","Montane","","","BC","BC","","#68E41AFF"
"190",95,"-","BGCv11","CWH","CWH_hypermaritime","CWHwh","CWHwh2","Montane Wet Hypermaritime CWH","Coastal Western Hemlock","Wet Hypermaritime","Montane","","","BC","BC","",""
"191",96,"+","USA_2023","CWH","CWH_hypermaritime","CWHwh","CWHwh_OR","Wet Hypermaritime Oregon CWH","Coastal Western Hemlock","Wet Hypermaritime","Oregon","Coastal Oregon","CWH whz","USA","WA","","#157232FF"
"192",96,"-","USA_2023","CWH","CWH_hypermaritime","CWHwh","CWHwh_OR","Wet Hypermaritime Oregon CWH","Coastal Western Hemlock","Wet Hypermaritime","Oregon","Coastal Oregon","CWH whz","USA","WA","",""
"193",97,"+","USA_2019","CWH","CWH_hypermaritime","CWHwh","CWHwh_WA","Wet Hypermaritime Washington CWH","Coastal Western Hemlock","Wet Hypermaritime","Washington","Coastal Washington","CWH whz","USA","WA","","#70EB74FF"
"194",97,"-","USA_2019","CWH","CWH_hypermaritime","CWHwh","CWHwh_WA","Wet Hypermaritime Washington CWH","Coastal Western Hemlock","Wet Hypermaritime","Washington","Coastal Washington","CWH whz","USA","WA","",""
"195",98,"+","BGCv13","CWH","CWH_meso","CWHwm","CWHwm","Wet Maritime CWH","Coastal Western Hemlock","Wet Maritime","","","","BC","BC","","#60C87BFF"
"196",98,"-","BGCv13","CWH","CWH_meso","CWHwm","CWHwm","Wet Maritime CWH","Coastal Western Hemlock","Wet Maritime","","","","BC","BC","",""
"197",99,"+","BGCv13","CWH","CWH_dry/continental","CWHws","CWHws1","Northern Submontane Wet Submaritime CWH","Coastal Western Hemlock","Wet Submaritime","Northern Submontane","","","BC","BC","","#41E377FF"
"198",99,"-","BGCv13","CWH","CWH_dry/continental","CWHws","CWHws1","Northern Submontane Wet Submaritime CWH","Coastal Western Hemlock","Wet Submaritime","Northern Submontane","","","BC","BC","",""
"199",100,"+","BGCv13","CWH","CWH_dry/continental","CWHws","CWHws2","Montane Wet Submaritime CWH","Coastal Western Hemlock","Wet Submaritime","Montane","","","BC","BC","","#41D45CFF"
"200",100,"-","BGCv13","CWH","CWH_dry/continental","CWHws","CWHws2","Montane Wet Submaritime CWH","Coastal Western Hemlock","Wet Submaritime","Montane","","","BC","BC","",""
"201",101,"+","BGCv13","CWH","CWH_dry/continental","CWHws","CWHws3","Central Submontane Wet Submaritime CWH","Coastal Western Hemlock","Wet Submaritime","Central Submontane","","","BC","BC","","#52BA7EFF"
"202",101,"-","BGCv13","CWH","CWH_dry/continental","CWHws","CWHws3","Central Submontane Wet Submaritime CWH","Coastal Western Hemlock","Wet Submaritime","Central Submontane","","","BC","BC","",""
"203",102,"+","USA_2019","CWH","CWH_dry/continental","CWHxm","CWHxm_OR","Very Dry Maritime Oregon CWH","Coastal Western Hemlock","Very Dry Maritime","Oregon","W Oregon","CWH xmy","USA","OR","","#87EC91FF"
"204",102,"-","USA_2019","CWH","CWH_dry/continental","CWHxm","CWHxm_OR","Very Dry Maritime Oregon CWH","Coastal Western Hemlock","Very Dry Maritime","Oregon","W Oregon","CWH xmy","USA","OR","",""
"205",103,"+","USA_2019","CWH","CWH_dry/continental","CWHxm","CWHxm_WA","Very Dry Maritime Washington CWH","Coastal Western Hemlock","Very Dry Maritime","Washington","W Washington and NW Oregon","CWH xmz","USA","WA","","#33E31BFF"
"206",103,"-","USA_2019","CWH","CWH_dry/continental","CWHxm","CWHxm_WA","Very Dry Maritime Washington CWH","Coastal Western Hemlock","Very Dry Maritime","Washington","W Washington and NW Oregon","CWH xmz","USA","WA","",""
"207",104,"+","BGCv13","CWH","CWH_dry/continental","CWHxs","CWHxs","Very Dry SubMaritime CWH","Coastal Western Hemlock","Very Dry SubMaritime","","","","BC","BC","","#C4E748FF"
"208",104,"-","BGCv13","CWH","CWH_dry/continental","CWHxs","CWHxs","Very Dry SubMaritime CWH","Coastal Western Hemlock","Very Dry SubMaritime","","","","BC","BC","",""
"209",105,"+","AB_2018","ESSF","ESSF_dry","ESSFab","ESSFabC","Central Alberta ESSF","Engelmann Spruce – Subalpine Fir","Alberta","Central","","ESSFab","AB","AB","","#C155D9FF"
"210",105,"-","AB_2018","ESSF","ESSF_dry","ESSFab","ESSFabC","Central Alberta ESSF","Engelmann Spruce – Subalpine Fir","Alberta","Central","","ESSFab","AB","AB","",""
"211",106,"+","AB_2018","ESSF","ESSF_dry","ESSFab","ESSFabE","Eastern Alberta ESSF","Engelmann Spruce – Subalpine Fir","Alberta","Eastern","","ESSFab","AB","AB","","#B62DD8FF"
"212",106,"-","AB_2018","ESSF","ESSF_dry","ESSFab","ESSFabE","Eastern Alberta ESSF","Engelmann Spruce – Subalpine Fir","Alberta","Eastern","","ESSFab","AB","AB","",""
"213",107,"+","AB_2018","ESSF","ESSF_dry","ESSFab","ESSFabN","Northern Alberta ESSF","Engelmann Spruce – Subalpine Fir","Alberta","Northern","","ESSFab","AB","AB","","#E4A6F3FF"
"214",107,"-","AB_2018","ESSF","ESSF_dry","ESSFab","ESSFabN","Northern Alberta ESSF","Engelmann Spruce – Subalpine Fir","Alberta","Northern","","ESSFab","AB","AB","",""
"215",108,"+","AB_2018","ESSF","ESSF_dry","ESSFab","ESSFabS","Southern Alberta ESSF","Engelmann Spruce – Subalpine Fir","Alberta","Southern","","ESSFab","AB","AB","","#D876DDFF"
"216",108,"-","AB_2018","ESSF","ESSF_dry","ESSFab","ESSFabS","Southern Alberta ESSF","Engelmann Spruce – Subalpine Fir","Alberta","Southern","","ESSFab","AB","AB","",""
"217",109,"+","BGCv11","ESSF","ESSF_dry","ESSFdc","ESSFdc1","Okanagan Dry Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Cold","Okanagan","","","BC","BC","","#C45AD6FF"
"218",109,"-","BGCv11","ESSF","ESSF_dry","ESSFdc","ESSFdc1","Okanagan Dry Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Cold","Okanagan","","","BC","BC","",""
"219",110,"+","BGCv11","ESSF","ESSF_dry","ESSFdc","ESSFdc2","Cascade Dry Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Cold","Cascade","","","BC","BC","","#B855CCFF"
"220",110,"-","BGCv11","ESSF","ESSF_dry","ESSFdc","ESSFdc2","Cascade Dry Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Cold","Cascade","","","BC","BC","",""
"221",111,"+","BGCv11","ESSF","ESSF_dry","ESSFdc","ESSFdc3","North Thompson Dry Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Cold","North Thompson","","","BC","BC","","#B782DFFF"
"222",111,"-","BGCv11","ESSF","ESSF_dry","ESSFdc","ESSFdc3","North Thompson Dry Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Cold","North Thompson","","","BC","BC","",""
"223",112,"+","BGCv11","ESSF","ESSF_dry","ESSFdcp","ESSFdcp","Dry Cold Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Cold Parkland","","","","BC","BC","","#8817DEFF"
"224",112,"-","BGCv11","ESSF","ESSF_dry","ESSFdcp","ESSFdcp","Dry Cold Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Cold Parkland","","","","BC","BC","",""
"225",113,"+","BGCv11","ESSF","ESSF_dry","ESSFdcw","ESSFdcw","Dry Cold Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Cold Woodland","","","","BC","BC","","#9732DEFF"
"226",113,"-","BGCv11","ESSF","ESSF_dry","ESSFdcw","ESSFdcw","Dry Cold Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Cold Woodland","","","","BC","BC","",""
"227",114,"+","BGCv12","ESSF","ESSF_dry","ESSFdh","ESSFdh1","Cascade Dry Hot ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Hot","Cascade","","","BC","BC","","#D0ABEEFF"
"228",114,"-","BGCv12","ESSF","ESSF_dry","ESSFdh","ESSFdh1","Cascade Dry Hot ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Hot","Cascade","","","BC","BC","",""
"229",115,"+","BGCv12","ESSF","ESSF_dry","ESSFdh","ESSFdh2","Stein Dry Hot ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Hot","Stein","","","BC","BC","","#C08FE3FF"
"230",115,"-","BGCv12","ESSF","ESSF_dry","ESSFdh","ESSFdh2","Stein Dry Hot ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Hot","Stein","","","BC","BC","",""
"231",116,"+","USA_2019","ESSF","ESSF_dry","ESSFdh","ESSFdh_WA","Dry Hot Washington ESSF","Engelmann Spruce – Subalpine Fir","Dry Hot","Washington","NW Washington (E Cascades)","ESSFdhz","USA","WA","","#671DA7FF"
"232",116,"-","USA_2019","ESSF","ESSF_dry","ESSFdh","ESSFdh_WA","Dry Hot Washington ESSF","Engelmann Spruce – Subalpine Fir","Dry Hot","Washington","NW Washington (E Cascades)","ESSFdhz","USA","WA","",""
"233",117,"+","BGCv11","ESSF","ESSF_dry","ESSFdk","ESSFdk1","Elk Dry Cool ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Cool","Elk","","","BC","BC","","#7015DFFF"
"234",117,"-","BGCv11","ESSF","ESSF_dry","ESSFdk","ESSFdk1","Elk Dry Cool ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Cool","Elk","","","BC","BC","",""
"235",118,"+","BGCv11","ESSF","ESSF_dry","ESSFdk","ESSFdk2","Columbia Dry Cool ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Cool","Columbia","","","BC","BC","","#A622CEFF"
"236",118,"-","BGCv11","ESSF","ESSF_dry","ESSFdk","ESSFdk2","Columbia Dry Cool ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Cool","Columbia","","","BC","BC","",""
"237",119,"+","USA_2019","ESSF","ESSF_dry","ESSFdk","ESSFdk_MT","Dry Cool Montana ESSF","Engelmann Spruce – Subalpine Fir","Dry Cool","Montana","NW Montana","ESSFdkz","USA","MT","","#AD21EEFF"
"238",119,"-","USA_2019","ESSF","ESSF_dry","ESSFdk","ESSFdk_MT","Dry Cool Montana ESSF","Engelmann Spruce – Subalpine Fir","Dry Cool","Montana","NW Montana","ESSFdkz","USA","MT","",""
"239",120,"+","BGCv11","ESSF","ESSF_dry","ESSFdkp","ESSFdkp","Dry Cool Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Cool Parkland","","","","BC","BC","","#C27AD8FF"
"240",120,"-","BGCv11","ESSF","ESSF_dry","ESSFdkp","ESSFdkp","Dry Cool Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Cool Parkland","","","","BC","BC","",""
"241",121,"+","USA_2026","ESSF","ESSF_dry","ESSFdkp","ESSFdkp_MT","Dry Cool Montana Parkland ESSF","Engelmann Spruce – Subalpine Fir","Dry Cool","MT","NW Montana","","USA","MT","","#AA51CDFF"
"242",121,"-","USA_2026","ESSF","ESSF_dry","ESSFdkp","ESSFdkp_MT","Dry Cool Montana Parkland ESSF","Engelmann Spruce – Subalpine Fir","Dry Cool","MT","NW Montana","","USA","MT","",""
"243",122,"+","BGCv11","ESSF","ESSF_dry","ESSFdkw","ESSFdkw","Dry Cool Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Cool Woodland","","","","BC","BC","","#5F2AF0FF"
"244",122,"-","BGCv11","ESSF","ESSF_dry","ESSFdkw","ESSFdkw","Dry Cool Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Cool Woodland","","","","BC","BC","",""
"245",123,"+","USA_2019","ESSF","ESSF_dry","ESSFdm","ESSFdm_ID","Dry Mild Idaho ESSF","Engelmann Spruce – Subalpine Fir","Dry Mild","Idaho","C Idaho & WC Montana","ESSFxmz","USA","ID","","#5F2AF0FF"
"246",123,"-","USA_2019","ESSF","ESSF_dry","ESSFdm","ESSFdm_ID","Dry Mild Idaho ESSF","Engelmann Spruce – Subalpine Fir","Dry Mild","Idaho","C Idaho & WC Montana","ESSFxmz","USA","ID","",""
"247",124,"+","USA_2026","ESSF","ESSF_dry","ESSFdmp","ESSFdmp_ID","Dry Mild Idaho Parkland ESSF","Engelmann Spruce – Subalpine Fir","Dry Mild","ID","C Idaho & WC Montana","","USA","ID","","#B074D0FF"
"248",124,"-","USA_2026","ESSF","ESSF_dry","ESSFdmp","ESSFdmp_ID","Dry Mild Idaho Parkland ESSF","Engelmann Spruce – Subalpine Fir","Dry Mild","ID","C Idaho & WC Montana","","USA","ID","",""
"249",125,"+","BGCv11","ESSF","ESSF_dry","ESSFdv","ESSFdv1","Cayoosh Dry Very Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Very Cold","Cayoosh","","","BC","BC","","#BC67DDFF"
"250",125,"-","BGCv11","ESSF","ESSF_dry","ESSFdv","ESSFdv1","Cayoosh Dry Very Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Very Cold","Cayoosh","","","BC","BC","",""
"251",126,"+","BGCv11","ESSF","ESSF_dry","ESSFdv","ESSFdv2","Tyaughton Dry Very Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Very Cold","Tyaughton","","","BC","BC","","#CB7EE0FF"
"252",126,"-","BGCv11","ESSF","ESSF_dry","ESSFdv","ESSFdv2","Tyaughton Dry Very Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Very Cold","Tyaughton","","","BC","BC","",""
"253",127,"+","BGCv11","ESSF","ESSF_dry","ESSFdvp","ESSFdvp","Dry Very Cold Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Very Cold Parkland","","","","BC","BC","","#981DC8FF"
"254",127,"-","BGCv11","ESSF","ESSF_dry","ESSFdvp","ESSFdvp","Dry Very Cold Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Very Cold Parkland","","","","BC","BC","",""
"255",128,"+","BGCv11","ESSF","ESSF_dry","ESSFdvw","ESSFdvw","Dry Very Cold Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Very Cold Woodland","","","","BC","BC","","#A01DC8FF"
"256",128,"-","BGCv11","ESSF","ESSF_dry","ESSFdvw","ESSFdvw","Dry Very Cold Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Dry Very Cold Woodland","","","","BC","BC","",""
"257",129,"+","USA_2023","ESSF","ESSF_dry","ESSFdw","ESSFdw_ID","Dry Warm Idaho ESSF","Engelmann Spruce – Subalpine Fir","Dry Warm","Idaho","NE Idaho & NW Montana","","USA","ID","","#987DB7FF"
"258",129,"-","USA_2023","ESSF","ESSF_dry","ESSFdw","ESSFdw_ID","Dry Warm Idaho ESSF","Engelmann Spruce – Subalpine Fir","Dry Warm","Idaho","NE Idaho & NW Montana","","USA","ID","",""
"259",130,"+","BGCv11","ESSF","ESSF_meso","ESSFmc","ESSFmc","Moist Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Cold","","","","BC","BC","","#C482D6FF"
"260",130,"-","BGCv11","ESSF","ESSF_meso","ESSFmc","ESSFmc","Moist Cold ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Cold","","","","BC","BC","",""
"261",131,"+","BGCv11","ESSF","ESSF_meso","ESSFmcp","ESSFmcp","Moist Cold Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Cold Parkland","","","","BC","BC","","#B23AD3FF"
"262",131,"-","BGCv11","ESSF","ESSF_meso","ESSFmcp","ESSFmcp","Moist Cold Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Cold Parkland","","","","BC","BC","",""
"263",132,"+","BGCv12","ESSF","ESSF_meso","ESSFmcw","ESSFmcw","Moist Cold Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Cold Woodland","","","","BC","BC","","#987DB7FF"
"264",132,"-","BGCv12","ESSF","ESSF_meso","ESSFmcw","ESSFmcw","Moist Cold Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Cold Woodland","","","","BC","BC","",""
"265",133,"+","BGCv11","ESSF","ESSF_meso","ESSFmh","ESSFmh","Moist Hot ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Hot","","","","BC","BC","","#CD79E0FF"
"266",133,"-","BGCv11","ESSF","ESSF_meso","ESSFmh","ESSFmh","Moist Hot ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Hot","","","","BC","BC","",""
"267",134,"+","BGCv11","ESSF","ESSF_meso","ESSFmk","ESSFmk","Moist Cool ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Cool","","","","BC","BC","","#A317D5FF"
"268",134,"-","BGCv11","ESSF","ESSF_meso","ESSFmk","ESSFmk","Moist Cool ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Cool","","","","BC","BC","",""
"269",135,"+","BGCv11","ESSF","ESSF_meso","ESSFmkp","ESSFmkp","Moist Cool Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Cool Parkland","","","","BC","BC","","#B350D6FF"
"270",135,"-","BGCv11","ESSF","ESSF_meso","ESSFmkp","ESSFmkp","Moist Cool Parkland ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Cool Parkland","","","","BC","BC","",""
"271",136,"+","BGCv12","ESSF","ESSF_meso","ESSFmkw","ESSFmkw","Moist Cool Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Cool Woodland","","","","BC","BC","","#B64FCFFF"
"272",136,"-","BGCv12","ESSF","ESSF_meso","ESSFmkw","ESSFmkw","Moist Cool Woodland ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Cool Woodland","","","","BC","BC","",""
"273",137,"+","BGCv11","ESSF","ESSF_meso","ESSFmm","ESSFmm1","Raush Moist Mild ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Mild","Raush","","","BC","BC","","#B861D4FF"
"274",137,"-","BGCv11","ESSF","ESSF_meso","ESSFmm","ESSFmm1","Raush Moist Mild ESSF","Engelmann Spruce  –  Subalpine Fir","Moist Mild","Raush","","","BC","BC","",""
