"","SS_NoSpace","SiteSeriesLongName","SpecialCode","Special"
"2478","ESSFwv/01","BlHm – Azalea",NA,NA
"2479","ESSFwv/02","BlPl – Cladonia",NA,NA
"2480","ESSFwv/03","BlHm – Feather moss",NA,NA
"2481","ESSFwv/04","BlHm – Heron's-bill",NA,NA
"2482","ESSFwv/05","Bl – Oak fern – Heron's-bill",NA,NA
"2483","ESSFwv/06","Bl – Devil's club – Lady fern",NA,NA
"2484","ESSFwv/07","Bl – Valerian – Sickle moss",NA,NA
"2485","ESSFwv/08","Bl – Horsetail – Glow moss",NA,NA
"2486","ESSFwv/09","Bl – Lady fern – Horsetail",NA,NA
"2487","ESSFwv/Wf03","Water sedge – Peat moss","Wf","wetland fen"
"2488","ESSFwv/Wf04","Barclay's willow – Water sedge – Glow moss","Wf","wetland fen"
"2489","ESSFwv/Ws02","Mountain alder – Pink spirea – Sitka sedge","Ws","wetland swamp"
"2490","ESSFwvw/101","Bl – Huckleberry – Bramble – (Oakfern)",NA,NA
"2491","ESSFwvw/102","Bl – Huckleberry – Bunchberry – Feather moss",NA,NA
"2492","ESSFwvw/103","BlHm – Mountain-heather – Leafy liverwort","SN","late snow"
"2493","ESSFwvw/104","Bl – Huckleberry – Partridge-foot",NA,NA
"2494","ESSFwvw/105","BlHm – Huckleberry – Blueberry","CAS","cold aspects - cold air"
"2495","ESSFwvw/110","Bl – Huckleberry – Valerian – Leafy moss",NA,NA
"2496","ESSFwvw/111","Bl – Valerian – Horsetail – Leafy moss",NA,NA
"2497","ESSFxc1/101","BlSe – Grouseberry – Valerian",NA,NA
"2498","ESSFxc1/102","Pl – Juniper – Grouseberry – Clad lichens",NA,NA
"2499","ESSFxc1/103","Pl – Juniper – Pinegrass",NA,NA
"2500","ESSFxc1/104","BlPl – Grouseberry – Clad lichens",NA,NA
"2501","ESSFxc1/105","PlS – Trapper's tea – Grouseberry",NA,NA
"2502","ESSFxc1/110","Bl – Rhododendron – Grouseberry","CAS","cold aspects - cold air"
"2503","ESSFxc1/111","BlSe – Trapper's tea – Valerian",NA,NA
"2504","ESSFxc1/112","Se – Horsetail – Bluejoint",NA,NA
"2505","ESSFxc1/113","Se – Rocky Mountain sedge – Valerian",NA,NA
"2506","ESSFxc1/Ag03","Timber oatgrass – Kinnikinnick","Ag","alpine grassland"
"2507","ESSFxc1/Gb21","Juniper – Kinnikinnick – Strawberry","Gb","brushland"
"2508","ESSFxc1/Gg14","Idaho fescue – Sulphur buckwheat – Sandwort","Gg","grassland "
"2509","ESSFxc1/Gg32","Pinegrass – Kinnikinnick","Gg","grassland "
"2510","ESSFxc1/Gg34","Junegrass – Kinnikinnick","Gg","grassland "
"2511","ESSFxc1/Gs04","Mountain sagebrush – Bluebunch wheatgrass","Gs","shrub-steppe"
"2512","ESSFxc1/Gs06","Mountain sagebrush – Pinegrass – Idaho fescue","Gs","shrub-steppe"
"2513","ESSFxc1/Gs06$3.2","Mountain sagebrush – Kentucky bluegrass","Gs","shrub-steppe"
"2514","ESSFxc1/Ro06","Juniper – Stonecrop – Sandwort","Ro","rocky outcrop"
"2515","ESSFxc1/Ro06.1","Juniper – Stonecrop – Sandwort","Ro","rocky outcrop"
"2516","ESSFxc1/Ro06.2","Juniper – Kinnikinnick – Stonecrop – Sandwort","Ro","rocky outcrop"
"2517","ESSFxc1/Ro11","Grouseberry – Clad lichen","Ro","rocky outcrop"
"2518","ESSFxc1/Rt01","Rocktripe – Green map","Rt","talus"
"2519","ESSFxc1/Rt07","Aspen – Juniper – Rocktripe","Rt","talus"
"2520","ESSFxc1/Rt07.1","Aspen – Juniper – Rocktripe; Aspen variation","Rt","talus"
"2521","ESSFxc1/Rt07.2","Juniper – Rocktripe","Rt","talus"
"2522","ESSFxc1/Rt20","Spotted saxifrage – Clad lichen","Rt","talus"
"2523","ESSFxc1/Wb16","Sxw – Trapper's tea – Peat moss","Wb","wetland bog "
"2524","ESSFxc1/Wf01","Water sedge – Beaked sedge","Wf","wetland fen"
"2525","ESSFxc1/Wf02","Scrub birch – Water sedge","Wf","wetland fen"
"2526","ESSFxc1/Wf03","Water sedge – Peat moss","Wf","wetland fen"
"2527","ESSFxc1/Wf04","Barclay's willow – Water sedge – Glow moss","Wf","wetland fen"
"2528","ESSFxc1/Wf08","Shore sedge – Buckbean – Hook moss","Wf","wetland fen"
"2529","ESSFxc1/Wf09","Few-flowered spikerush – Hook moss","Wf","wetland fen"
"2530","ESSFxc1/Wf11","Tufted clubrush – Star moss","Wf","wetland fen"
"2531","ESSFxc1/Wf12","Narrow-leaved cotton-grass – Marsh-marigold","Wf","wetland fen"
"2532","ESSFxc1/Wf13","Narrow-leaved cotton-grass – Shore sedge","Wf","wetland fen"
"2533","ESSFxc1/Wf15","Rocky mountain sedge – Glow moss","Wf","wetland fen"
"2534","ESSFxc1/Wm01","Beaked sedge – Water sedge","Wm","wetland marsh"
"2535","ESSFxc1/Wm09","Inflated sedge","Wm","wetland marsh"
"2536","ESSFxc1/Wm16","Bluejoint – Arrow-leaved groundsel","Wm","wetland marsh"
"2537","ESSFxc1/Ws08","Bl – Valerian – Horsetail","Ws","wetland swamp"
"2538","ESSFxc1/Ws08.1","Bl – Valerian – Horsetail","Ws","wetland swamp"
"2539","ESSFxc1/Ws12","Sxw – Rocky Mountain sedge – Glow moss","Ws","wetland swamp"
"2540","ESSFxc1/Ws13","Barclay's willow – Common horsetail – Arrow-leaved groundsel","Ws","wetland swamp"
"2541","ESSFxc2/101","BlSe – Grouseberry – Valerian",NA,NA
"2542","ESSFxc2/102","Pl – Juniper – Grouseberry – Clad lichens",NA,NA
"2543","ESSFxc2/103","BlPl – Grouseberry – Clad lichens",NA,NA
"2544","ESSFxc2/110","Bl – Rhododendron – Grouseberry","CAS","cold aspects - cold air"
"2545","ESSFxc2/111","BlSe – Valerian – Globeflower",NA,NA
"2546","ESSFxc2/112","Se – Horsetail – Bluejoint",NA,NA
"2547","ESSFxc2/Ag03","Timber oatgrass – Kinnikinnick","Ag","alpine grassland"
"2548","ESSFxc2/Gb21","Juniper – Kinnikinnick – Strawberry","Gb","brushland"
"2549","ESSFxc2/Gg12","Rough fescue – Yarrow – Three-flowered avens","Gg","grassland "
"2550","ESSFxc2/Gg12$2.1","Rough fescue – Bluebunch wheatgrass – Yellow salsify","Gg","grassland "
"2551","ESSFxc2/Gg12$2.2","Spreading needlegrass – Rough fescue – Kentucky bluegrass","Gg","grassland "
"2552","ESSFxc2/Gg12$2.3","Spreading needlegrass – Columbia needlegrass","Gg","grassland "
"2553","ESSFxc2/Gg12$2.5","Kentucky bluegrass – Yarrow","Gg","grassland "
"2554","ESSFxc2/Gg12.1","Rough fescue – Yarrow – Three-flowered avens","Gg","grassland "
"2555","ESSFxc2/Gg32","Pinegrass – Kinnikinnick","Gg","grassland "
"2556","ESSFxc2/Gs04","Mountain sagebrush – Bluebunch wheatgrass","Gs","shrub-steppe"
"2557","ESSFxc2/Gs06","Mountain sagebrush – Pinegrass – Idaho fescue","Gs","shrub-steppe"
"2558","ESSFxc2/Gs06$3.2","Mountain sagebrush – Kentucky bluegrass","Gs","shrub-steppe"
"2559","ESSFxc2/Ro06","Juniper – Stonecrop – Sandwort","Ro","rocky outcrop"
"2560","ESSFxc2/Ro06.1","Juniper – Stonecrop – Sandwort","Ro","rocky outcrop"
"2561","ESSFxc2/Ro06.2","Juniper – Kinnikinnick – Stonecrop – Sandwort","Ro","rocky outcrop"
"2562","ESSFxc2/Ro11","Grouseberry – Clad lichen","Ro","rocky outcrop"
"2563","ESSFxc2/Rt01","Rocktripe – Green map","Rt","talus"
"2564","ESSFxc2/Rt07","Aspen – Juniper – Rocktripe","Rt","talus"
"2565","ESSFxc2/Rt07.1","Aspen – Juniper – Rocktripe; Aspen variation","Rt","talus"
"2566","ESSFxc2/Rt07.2","Juniper – Rocktripe","Rt","talus"
"2567","ESSFxc2/Rt20","Spotted saxifrage – Clad lichen","Rt","talus"
"2568","ESSFxc2/Wb16","Sxw – Trapper's tea – Peat moss","Wb","wetland bog "
"2569","ESSFxc2/Wf01","Water sedge – Beaked sedge","Wf","wetland fen"
"2570","ESSFxc2/Wf02","Scrub birch – Water sedge","Wf","wetland fen"
"2571","ESSFxc2/Wf03","Water sedge – Peat moss","Wf","wetland fen"
"2572","ESSFxc2/Wf04","Barclay's willow – Water sedge – Glow moss","Wf","wetland fen"
"2573","ESSFxc2/Wf08","Shore sedge – Buckbean – Hook moss","Wf","wetland fen"
"2574","ESSFxc2/Wf09","Few-flowered spikerush – Hook moss","Wf","wetland fen"
"2575","ESSFxc2/Wf11","Tufted clubrush – Star moss","Wf","wetland fen"
"2576","ESSFxc2/Wf12","Narrow-leaved cotton-grass – Marsh-marigold","Wf","wetland fen"
"2577","ESSFxc2/Wf13","Narrow-leaved cotton-grass – Shore sedge","Wf","wetland fen"
"2578","ESSFxc2/Wm01","Beaked sedge – Water sedge","Wm","wetland marsh"
"2579","ESSFxc2/Wm16","Bluejoint – Arrow-leaved groundsel","Wm","wetland marsh"
"2580","ESSFxc2/Ws08","Bl – Valerian – Horsetail","Ws","wetland swamp"
"2581","ESSFxc2/Ws08.1","Bl – Valerian – Horsetail","Ws","wetland swamp"
"2582","ESSFxc2/Ws13","Barclay's willow – Common horsetail – Arrow-leaved groundsel","Ws","wetland swamp"
"2583","ESSFxc3/01","Bl – Grouseberry – Valerian",NA,NA
"2584","ESSFxc3/02","Pl – Juniper – Lupine",NA,NA
"2585","ESSFxc3/03","Bluebunch wheatgrass – Pasqueflower",NA,NA
"2586","ESSFxc3/04","Pinegrass – Meadowrue",NA,NA
"2587","ESSFxc3/05","Bl – Grouseberry – Cladonia",NA,NA
"2588","ESSFxc3/06","Bl – Rhododendron – Grouseberry",NA,NA
"2589","ESSFxc3/07","Bl – Gooseberry – Foamflower",NA,NA
"2590","ESSFxc3/08","Bl – Horsetail – Glow moss",NA,NA
"2591","ESSFxc3/09","Bluejoint – Sedge",NA,NA
"2592","ESSFxc3/10","Willow – Sedge",NA,NA
"2593","ESSFxc3/11","Sxw – Horsetail – Leafy moss",NA,NA
"2594","ESSFxc3/Wf01","Water sedge – Beaked sedge","Wf","wetland fen"
"2595","ESSFxc3/Wm01","Beaked sedge – Water sedge","Wm","wetland marsh"
"2596","ESSFxv1/01","Bl – Arnica – Cladonia",NA,NA
"2597","ESSFxv1/02","BlPa – Juniper – Cladonia",NA,NA
"2598","ESSFxv1/03","Pl – Cladonia – Stereocaulon",NA,NA
"2599","ESSFxv1/04","BlPa – Juniper – Grouseberry","IN","insolation"
"2600","ESSFxv1/05","BlPa – Arnica – Twinflower","CAS","cold aspects - cold air"
"2601","ESSFxv1/06","Bl – Rhododendron – Crowberry","CAS","cold aspects - cold air"
"2602","ESSFxv1/07","Bl – Valerian – Arnica",NA,NA
"2603","ESSFxv1/08","Bl – Horsetail – Glow moss","CA","cold aspects - cold air"
"2604","ESSFxv1/09","Bl – Twinberry – Hellebore",NA,NA
"2605","ESSFxv1/Wf01","Water sedge – Beaked sedge","Wf","wetland fen"
"2606","ESSFxv1/Wf08","Shore sedge – Buckbean – Hook moss","Wf","wetland fen"
"2607","ESSFxv1/Wf09","Few-flowered spikerush – Hook moss","Wf","wetland fen"
"2608","ESSFxv2/01","Bl – Arnica – Cladonia",NA,NA
"2609","ESSFxv2/02","BlPa – Juniper – Cladonia",NA,NA
"2610","ESSFxv2/03","BlPa – Kinnikinnick",NA,NA
"2611","ESSFxv2/04","BlPa – Juniper – Kinnikinnick",NA,NA
"2612","ESSFxv2/05","BlPa – Grouseberry",NA,NA
"2613","ESSFxv2/06","Bl – Rhododendron – Crowberry",NA,NA
"2614","ESSFxv2/07","Bl – Lousewort – Glow moss",NA,NA
"2615","ESSFxv2/08","Bl – Horsetail – Glow moss",NA,NA
"2616","ESSFxv2/09","Se – Trapper's tea – Glow moss",NA,NA
"2617","ESSFxv2/10","Se – Willow – Glow moss",NA,NA
"2618","ESSFxv2/Sc02","Grey-leaved willow – Glow moss","Sc","subalpine"
"2619","ESSFxv2/Wf01","Water sedge – Beaked sedge","Wf","wetland fen"
"2620","ESSFxv2/Wf02","Scrub birch – Water sedge","Wf","wetland fen"
"2621","ESSFxv2/Wf03","Water sedge – Peat moss","Wf","wetland fen"
"2622","ESSFxv2/Wm01","Beaked sedge – Water sedge","Wm","wetland marsh"
"2623","ICHdk/01","CwSxw – Falsebox – Wintergreen",NA,NA
"2624","ICHdk/02","CwSxw – Soopolallie",NA,NA
"2625","ICHdk/02a","CwSxw – Soopolallie; Typic","IN","insolation"
"2626","ICHdk/02b","CwSxw – Soopolallie; Shallow",NA,NA
"2627","ICHdk/03","CwSxw – Falsebox – Soopolallie","CA","cold aspects - cold air"
"2628","ICHdk/04","CwSxw – Falsebox – Feather moss",NA,NA
"2629","ICHdk/05","CwSxw – Thimbleberry",NA,NA
"2630","ICHdk/06","CwSxw – Raspberry – Oak fern",NA,NA
"2631","ICHdk/07","Sxw – Twinberry – Oak fern","CA","cold aspects - cold air"
"2632","ICHdk/08","Sxw – Devil's club – Lady fern",NA,NA
"2633","ICHdk/09","Sxw – Horsetail",NA,NA
"2634","ICHdk/Wf05","Slender sedge – Common hook moss","Wf","wetland fen"
"2635","ICHdm/101","HwCw – Queen's cup – Pipecleaner moss",NA,NA
"2636","ICHdm/102","Fd – Snowberry – Oregon-grape",NA,NA
"2637","ICHdm/102a","Fd – Snowberry – Oregon-grape; Xeric phase",NA,NA
"2638","ICHdm/102b","Fd – Snowberry – Oregon-grape; Subxeric phase",NA,NA
"2639","ICHdm/103","Pl(Lw) – Pinegrass – Grouseberry",NA,NA
"2640","ICHdm/110","CwHw – Oak fern",NA,NA
"2641","ICHdm/111","CwHw – Devil's club – Lady fern",NA,NA
"2642","ICHdm/112","SxwCw – Horsetail – Lady fern","FR","frost"
"2643","ICHdm/Fl01","Mountain alder – Common horsetail","Fl","low fluvial bench"
"2644","ICHdm/Fl02","Mountain alder – Red-osier dogwood – Lady fern","Fl","low fluvial bench"
"2645","ICHdm/Fl04","Sitka willow – Red-osier dogwood – Horsetail","Fl","low fluvial bench"
"2646","ICHdm/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"2647","ICHdm/Fm02","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"2648","ICHdm/Fm04","Cottonwood – Redcedar – Dogwood – Lady fern","Fm","mid fluvial bench"
"2649","ICHdm/Gb03","Ninebark – Oceanspray – Bluebunch wheatgrass","Gb","brushland"
"2650","ICHdm/Gg11","Idaho fescue – Bluebunch wheatgrass – Junegrass","Gg","grassland "
"2651","ICHdm/Ro05","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"2652","ICHdm/Ro05.1","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"2653","ICHdm/Ro09","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"2654","ICHdm/Ro09.1","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"2655","ICHdm/Ro09.2","Saskatoon – Poverty oatgrass – Rock moss – Clad lichen","Ro","rocky outcrop"
"2656","ICHdm/Ro10","Huckleberry – Rock moss – Haircap moss","Ro","rocky outcrop"
"2657","ICHdm/Rt01","Rocktripe – Green map","Rt","talus"
"2658","ICHdm/Rt02","Rock moss – Clad lichen","Rt","talus"
"2659","ICHdm/Rt03","Raspberry – Feather moss – Clad lichen","Rt","talus"
"2660","ICHdm/Rt06","Saskatoon – Mock-orange – Bluebunch wheatgrass","Rt","talus"
"2661","ICHdm/Rt07","Aspen – Juniper – Rocktripe","Rt","talus"
"2662","ICHdm/Rt07.1","Aspen – Juniper – Rocktripe; Aspen variation","Rt","talus"
"2663","ICHdm/Rt07.2","Juniper – Rocktripe","Rt","talus"
"2664","ICHdm/Rt08","Aspen – Douglas' maple – Saskatoon","Rt","talus"
"2665","ICHdm/Vh01","Cow parsnip – Fireweed – Nettle","Vh","avalanche herb"
"2666","ICHdm/Vh01.1","Cow parsnip – Fireweed – Nettle","Vh","avalanche herb"
"2667","ICHdm/Vh01.2","Cow parsnip – Fireweed – Bluejoint","Vh","avalanche herb"
"2668","ICHdm/Vh10","Fireweed – Grouseberry","Vh","avalanche herb"
"2669","ICHdm/Vh11","Fireweed – Yarrow – Strawberry","Vh","avalanche herb"
"2670","ICHdm/Vs01","Sitka alder – Lady fern","Vs","avalanche shrub"
"2671","ICHdm/Vs01.1","Sitka alder – Lady fern","Vs","avalanche shrub"
"2672","ICHdm/Vs01.2","Sitka alder – Spiny wood fern","Vs","avalanche shrub"
"2673","ICHdm/Vs02","Sitka alder – Solomon's-seal","Vs","avalanche shrub"
"2674","ICHdm/Vs10","Willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"2675","ICHdm/Vs10.1","Sitka willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"2676","ICHdm/Vs10.2","Barclay's willow – Cow parsnip – Fireweed","Vs","avalanche shrub"
"2677","ICHdm/Vs11","Thimbleberry – Cow parsnip – Fireweed","Vs","avalanche shrub"
"2678","ICHdm/Vs13","Huckleberry – Beargrass – Fireweed","Vs","avalanche shrub"
"2679","ICHdm/Vs14","Saskatoon – Snowberry – Strawberry","Vs","avalanche shrub"
"2680","ICHdm/Wf01","Water sedge – Beaked sedge","Wf","wetland fen"
"2681","ICHdm/Wf05","Slender sedge – Common hook moss","Wf","wetland fen"
"2682","ICHdm/Wm01","Beaked sedge – Water sedge","Wm","wetland marsh"
"2683","ICHdm/Wm02","Water horsetail – Beaked sedge","Wm","wetland marsh"
"2684","ICHdm/Wm04","Common spikerush","Wm","wetland marsh"
"2685","ICHdm/Wm05","Cattail","Wm","wetland marsh"
"2686","ICHdm/Wm06","Soft-stemmed bulrush","Wm","wetland marsh"
"2687","ICHdm/Wm15","Bluejoint – Water sedge","Wm","wetland marsh"
"2688","ICHdm/Ws01","Mountain alder – Skunk cabbage – Lady fern","Ws","wetland swamp"
"2689","ICHdm/Ws06","Sitka willow – Sitka sedge","Ws","wetland swamp"
"2690","ICHdm/Ws10","CwSxw – Skunk cabbage","Ws","wetland swamp"
"2691","ICHdw1/113","CwSxw – Skunk cabbage",NA,NA
"2692","ICHdw1/Fl01","Mountain alder – Common horsetail","Fl","low fluvial bench"
"2693","ICHdw1/Fl02","Mountain alder – Red-osier dogwood – Lady fern","Fl","low fluvial bench"
"2694","ICHdw1/Fl04","Sitka willow – Red-osier dogwood – Horsetail","Fl","low fluvial bench"
"2695","ICHdw1/Fl06","Sandbar willow – Scouring-rush","Fl","low fluvial bench"
"2696","ICHdw1/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"2697","ICHdw1/Fm02","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"2698","ICHdw1/Fm04","Cottonwood – Redcedar – Dogwood – Lady fern","Fm","mid fluvial bench"
"2699","ICHdw1/Gb03","Ninebark – Oceanspray – Bluebunch wheatgrass","Gb","brushland"
"2700","ICHdw1/Gg11","Idaho fescue – Bluebunch wheatgrass – Junegrass","Gg","grassland "
"2701","ICHdw1/Ro05","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"2702","ICHdw1/Ro05.1","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"2703","ICHdw1/Ro09","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"2704","ICHdw1/Ro09.1","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"2705","ICHdw1/Ro09.2","Saskatoon – Poverty oatgrass – Rock moss – Clad lichen","Ro","rocky outcrop"
"2706","ICHdw1/Ro10","Huckleberry – Rock moss – Haircap moss","Ro","rocky outcrop"
"2707","ICHdw1/Rt01","Rocktripe – Green map","Rt","talus"
"2708","ICHdw1/Rt02","Rock moss – Clad lichen","Rt","talus"
"2709","ICHdw1/Rt03","Raspberry – Feather moss – Clad lichen","Rt","talus"
"2710","ICHdw1/Rt06","Saskatoon – Mock-orange – Bluebunch wheatgrass","Rt","talus"
"2711","ICHdw1/Rt08","Aspen – Douglas' maple – Saskatoon","Rt","talus"
"2712","ICHdw1/Wf01","Water sedge – Beaked sedge","Wf","wetland fen"
"2713","ICHdw1/Wf05","Slender sedge – Common hook moss","Wf","wetland fen"
"2714","ICHdw1/Wm01","Beaked sedge – Water sedge","Wm","wetland marsh"
"2715","ICHdw1/Wm02","Water horsetail – Beaked sedge","Wm","wetland marsh"
"2716","ICHdw1/Wm04","Common spikerush","Wm","wetland marsh"
"2717","ICHdw1/Wm05","Cattail","Wm","wetland marsh"
"2718","ICHdw1/Wm06","Soft-stemmed bulrush","Wm","wetland marsh"
"2719","ICHdw1/Wm09","Inflated sedge","Wm","wetland marsh"
"2720","ICHdw1/Wm15","Bluejoint – Water sedge","Wm","wetland marsh"
"2721","ICHdw1/Ws01","Mountain alder – Skunk cabbage – Lady fern","Ws","wetland swamp"
"2722","ICHdw1/Ws02","Mountain alder – Pink spirea – Sitka sedge","Ws","wetland swamp"
"2723","ICHdw1/Ws06","Sitka willow – Sitka sedge","Ws","wetland swamp"
"2724","ICHdw1/Ws10","CwSxw – Skunk cabbage","Ws","wetland swamp"
"2725","ICHdw4/101","CwFd – Prince's pine – Twinflower",NA,NA
"2726","ICHdw4/102","FdPl – Juniper – Kinnikinnick",NA,NA
"2727","ICHdw4/103","Fd – Douglas' maple – Pinegrass",NA,NA
"2728","ICHdw4/104","FdCw – Douglas' maple – Prince's pine",NA,NA
"2729","ICHdw4/110","CwHw – Devil's club – Lady fern",NA,NA
"2730","ICHdw4/110.1","CwHw – Devil's club – Lady fern",NA,NA
"2731","ICHdw4/110.2","CwHw – Lady fern – Oak fern",NA,NA
"2732","ICHdw4/111","CwHw – Horsetail – Lady fern",NA,NA
"2733","ICHdw4/112","CwSxw – Skunk cabbage",NA,NA
"2734","ICHdw4/Ff01","Water birch – Red-osier dogwood – Rose","Ff","fringe fluvial "
"2735","ICHdw4/Ff01a","Water birch – Red-osier dogwood – Rose; Fringe phase","Ff","fringe fluvial "
"2736","ICHdw4/Fl01","Mountain alder – Common horsetail","Fl","low fluvial bench"
"2737","ICHdw4/Fl02","Mountain alder – Red-osier dogwood – Lady fern","Fl","low fluvial bench"
"2738","ICHdw4/Fl04","Sitka willow – Red-osier dogwood – Horsetail","Fl","low fluvial bench"
"2739","ICHdw4/Fl05","Drummond's willow – Bluejoint","Fl","low fluvial bench"
"2740","ICHdw4/Fl06","Sandbar willow – Scouring-rush","Fl","low fluvial bench"
"2741","ICHdw4/Fm01","Cottonwood – Snowberry – Rose","Fm","mid fluvial bench"
"2742","ICHdw4/Fm02","Cottonwood – Spruce – Dogwood","Fm","mid fluvial bench"
"2743","ICHdw4/Fm04","Cottonwood – Redcedar – Dogwood – Lady fern","Fm","mid fluvial bench"
"2744","ICHdw4/Gb03","Ninebark – Oceanspray – Bluebunch wheatgrass","Gb","brushland"
"2745","ICHdw4/Gg02","Bluebunch wheatgrass – Balsamroot","Gg","grassland "
"2746","ICHdw4/Gg02$2.3","Needle-and-thread grass – Cheatgrass","Gg","grassland "
"2747","ICHdw4/Gg11","Idaho fescue – Bluebunch wheatgrass – Junegrass","Gg","grassland "
"2748","ICHdw4/Gg11$2.1","Bluebunch wheatgrass – Junegrass – Sandberg's bluegrass","Gg","grassland "
"2749","ICHdw4/Gg11$2.4","Needle-and-thread grass – Cheatgrass","Gg","grassland "
"2750","ICHdw4/Ro05","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"2751","ICHdw4/Ro05.1","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"2752","ICHdw4/Ro09","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"2753","ICHdw4/Ro09.1","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"2754","ICHdw4/Ro09.2","Saskatoon – Poverty oatgrass – Rock moss – Clad lichen","Ro","rocky outcrop"
"2755","ICHdw4/Rt01","Rocktripe – Green map","Rt","talus"
"2756","ICHdw4/Rt02","Rock moss – Clad lichen","Rt","talus"
"2757","ICHdw4/Rt03","Raspberry – Feather moss – Clad lichen","Rt","talus"
"2758","ICHdw4/Rt06","Saskatoon – Mock-orange – Bluebunch wheatgrass","Rt","talus"
"2759","ICHdw4/Rt07","Aspen – Juniper – Rocktripe","Rt","talus"
"2760","ICHdw4/Rt07.1","Aspen – Juniper – Rocktripe; Aspen variation","Rt","talus"
"2761","ICHdw4/Rt07.2","Juniper – Rocktripe","Rt","talus"
"2762","ICHdw4/Rt08","Aspen – Douglas' maple – Saskatoon","Rt","talus"
"2763","ICHdw4/Wf01","Water sedge – Beaked sedge","Wf","wetland fen"
"2764","ICHdw4/Wf05","Slender sedge – Common hook moss","Wf","wetland fen"
"2765","ICHdw4/Wf11","Tufted clubrush – Star moss","Wf","wetland fen"
"2766","ICHdw4/Wm01","Beaked sedge – Water sedge","Wm","wetland marsh"
"2767","ICHdw4/Wm02","Water horsetail – Beaked sedge","Wm","wetland marsh"
"2768","ICHdw4/Wm04","Common spikerush","Wm","wetland marsh"
"2769","ICHdw4/Wm05","Cattail","Wm","wetland marsh"
"2770","ICHdw4/Wm06","Soft-stemmed bulrush","Wm","wetland marsh"
"2771","ICHdw4/Wm09","Inflated sedge","Wm","wetland marsh"
"2772","ICHdw4/Wm14","Common reed","Wm","wetland marsh"
"2773","ICHdw4/Wm15","Bluejoint – Water sedge","Wm","wetland marsh"
"2774","ICHdw4/Ws01","Mountain alder – Skunk cabbage – Lady fern","Ws","wetland swamp"
"2775","ICHdw4/Ws02","Mountain alder – Pink spirea – Sitka sedge","Ws","wetland swamp"
"2776","ICHdw4/Ws04","Drummond's willow – Beaked sedge","Ws","wetland swamp"
"2777","ICHdw4/Ws06","Sitka willow – Sitka sedge","Ws","wetland swamp"
"2778","ICHdw4/Ws07","Sxw – Horsetail – Leafy moss","Ws","wetland swamp"
"2779","ICHdw4/Ws07.1","Sxw – Horsetail – Leafy moss; Typic variation","Ws","wetland swamp"
"2780","ICHdw4/Ws07.2","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","Ws","wetland swamp"
"2781","ICHdw4/Ws10","CwSxw – Skunk cabbage","Ws","wetland swamp"
"2782","ICHmc1/01","Hw – Step moss",NA,NA
"2783","ICHmc1/01a","Hw – Step moss; Mesic",NA,NA
"2784","ICHmc1/01b","Hw – Step moss; Submesic",NA,NA
"2785","ICHmc1/02","HwPl – Kinnikinnick – Cladonia",NA,NA
"2786","ICHmc1/03","HwBl – Oak fern",NA,NA
"2787","ICHmc1/04","HwBl – Devil's club",NA,NA
"2788","ICHmc1/05","ActSx – Dogwood","Fm","mid fluvial bench"
"2789","ICHmc1/06","Hw – Azalea – Skunk cabbage",NA,NA
"2790","ICHmc1/07","Pl – Bog-rosemary – Peat moss",NA,NA
"2791","ICHmc1/Wb13","Shore sedge – Buckbean – Peat moss","Wb","wetland bog "
"2792","ICHmc1/Wf05","Slender sedge – Common hook moss","Wf","wetland fen"
"2793","ICHmc1/Wm01","Beaked sedge – Water sedge","Wm","wetland marsh"
"2794","ICHmc1/Ws50","Hardhack – Sitka sedge","Ws","wetland swamp"
"2795","ICHmc1a/01","HwBa – Bramble",NA,NA
"2796","ICHmc1a/01a","HwBa – Bramble; Mesic",NA,NA
"2797","ICHmc1a/01b","HwBa – Bramble; Submesic",NA,NA
"2798","ICHmc1a/02","HwBa – Oak fern",NA,NA
"2799","ICHmc1a/03","HwBa – Devil's club – Lady fern",NA,NA
"2800","ICHmc2/01","Hw – Step moss",NA,NA
"2801","ICHmc2/01$Atpw","At – Pink wintergreen",NA,NA
"2802","ICHmc2/01$Atpw.1","At – Pink wintergreen",NA,NA
